artifact__title,artifact__title_english,artifact__summary,artifact__identifier,artifact__type,artifact__type_label,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__img,artifact__doi,artifact__publication_place,artifact__publisher,artifact__rights,artifact__rights_holder,artifact__rights_uri,artifact__tags,artifact__copyright,artifact__props__Example_Label,artifact__hidden_props__Example_Label,artifact__related_urls,artifact__isbn_online,artifact__isbn_print,artifact__issn_online,artifact__issn_print,artifact__series,artifact__people,artifact__people__author,artifact__people__editor,artifact__access_type,artifact__access_orgs,artifact__search_props__Example_Label,artifact__country,artifact__high_res_thumbnail,artifact__royalty_to_id,artifact__readable,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash
Aid Worker Security Report 2020 - Contending with threats to humanitarian health workers in the age of epidemics,,"The provision and protection of health care in conflicts is foundational to international humanitarian law (IHL), and in every humanitarian emergency, health workers represent a vital cadre of responders. Yet flagrant violations of these protections and commitments continue in war zones, and health workers can face threats not just from armed actors, but from aid recipients and their communities acting out of fear, misperception, or grievance.Recent surges in attacks against health personnel, from ‘double-tap’ strikes on medics in Syria to assaults and shootings of Ebola workers in Democratic Republic of Congo (DRC), helped make 2019 the worst year on record for aid worker casualties. This year’s Aid Worker Security Report therefore focuses on humanitarians working in the health sector. We examine the data on attacks against health workers and discuss how the humanitarian sector is dealing with the new risks and disruptions caused by major epidemics occurring in contexts of broader complex emergency.",,report,,2020-08-01,,,https://humanitarianoutcomes.org/AWSR2020,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsr2020_0_0.pdf,en,,,,,,,,
"Most violent humanitarian contexts, 1997-2020",,You may use this data visual for non-commercial purposes as long as the visual is not altered and the citation to the AWSD is not removed. Please give credit to Humanitarian Outcomes (2020). In what capacity did you use this visual? Feel free to let us know via info@aidworkersecurity.org.,,report,,2020-07-01,,,https://humanitarianoutcomes.org/publications/AWSDviz2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,,,,,,,,,,
"Humanitarian Access SCORE Report: Tigray, Ethiopia",,"Under the CORE research programme, supported by USAID’s Bureau for Humanitarian Assistance (USAID/BHA), Humanitarian Outcomes is studying how aid is delivered in access-constrained conflict areas. In partnership with GeoPoll, the project conducts remote telephone surveys of crisis-affected people on their perceptions of the effectiveness of the aid response and the access challenges in their areas. Combined with key informant interviews with humanitarian responders and other contextual research, the survey results help to identify the humanitarian providers and practices that have achieved the greatest presence and coverage in difficult environments.This SCORE report features findings from a survey of 614 people in the Tigray region of Ethiopia (49% men, 51% women) conducted between 17 February and 8 March 2021. Live operators for GeoPoll conducted the survey in the Amharic and Tigrinya languages. Humanitarian Outcomes researchers also conducted anonymous interviews with 25 key informants among the humanitarian organisations attempting to reach affected people in Tigray, as well as donor governments. Not all humanitarian organisations working in Tigray agreed to be named in this report.To read the other SCORE case studies and see survey results from affected populations polled to date, visit the .",,report,,2021-04-01,,,https://humanitarianoutcomes.org/SCORE_Tigray_Report_2021,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/score_tigray_report_2021_v2.pdf,en,,,,,,,,
Lone Ranger No Longer: MSF’s engagement with ministries of health,,"Research by MSF’s Reflection and Analysis Network8 December 2020To download this report, .Ministries of health (MoH) are Médecins Sans Frontières’ principal collaborators in nearly all contexts. The landscape of this relationship, however, is changing as governments are more willing and able to fulfil their responsibility to lead humanitarian responses, sparking fears among some in MSF about ‘losing space’. This issue requires deeper reflection.MSF’s Reflection and Analysis Network has conducted a year-long study of how the organisation engages with MoH, which includes: an analysis of the project typology data, country strategies and project proposals; interviews with key informants from MSF, MoH and other health actors; and visits to four countries to see how the engagements are being carried out in practice.Working directly with an MoH is already the principal way MSF delivers healthcare. Of 82 MSF Operational Centre Amsterdam (OCA) field projects that deliver healthcare services, 78% (n=64) feature a partnership or collaboration with an MoH. In most of the remaining 22% (n=18) of projects, MoH were simply not present in the setting (such as refugee camps).Yet MSF has placed too little value on the relationship between the two parties and invested too little in more effective partnership approaches. Instead, what we have often seen is a persistent myth—that of MSF as the Lone Ranger, the heroic actor and leader—which is in conflict with, and therefore weakens, an evolving practice that is much more varied, effective and interesting.The four countries we visited illustrated the variety of experiences.",,report,,2020-12-01,,,https://humanitarianoutcomes.org/publications/msf_lone_ranger_2020,,,,,,,,,,,,,,,,,,,Sean Healy|Urvashi Aneja|Marc DuBois|Paul Harvey,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://msf.org.uk/loneranger,en,,,,,,,,
Aid Worker Security Database Signal Alert: Syria,,"Signal Alert is an occasional publication of the Aid Worker Security Database to inform the humanitarian sector of a statistically significant trend, change, or outlier detected in the security environment for aid operations.",,report,,2020-12-01,,,https://humanitarianoutcomes.org/publications/awsd-signalalert-syria-dec-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsd_signal_alert_syria_2020.pdf,en,,,,,,,,
AWSD 10th Anniversary Timeline,,,,report,,2020-11-01,,,https://humanitarianoutcomes.org/publications/awsd-10th-anniversary-timeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsd_timeline.pdf,en,,,,,,,,
"Humanitarian Access Score Report, Global Synthesis 2020",,"This report highlights the national and international entities identified in the survey and data findings as especially effective at reaching people in hard-to-reach areas, and some emerging practices and new models that hold promise. These include peer-to-peer learning on negotiated access and community-led, locally-based collaborations between a wide range of actors in and outside the humanitarian sectors.",,report,,2020-11-01,,,https://humanitarianoutcomes.org/publications/score-global-report-2020,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Meriah-Jo Breckenridge|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/score_global_report_2020_0.pdf,en,,,,,,,,
"Humanitarian Outcomes’ Aid Worker Security Database: Statistical Analysis of Data Trends, 2000-2019",,,,report,,2020-07-01,,,https://humanitarianoutcomes.org/AWSD_Jillani_2020,,,,,,,,,,,,,,,,,,,Shoaib Jillani,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsd_statistical_study_jillani_2020.pdf,en,,,,,,,,
Oslo SGBV Commitments 2020 Collective Progress Report,,"In May 2019, a conference on Ending Sexual and Gender-Based Violence in Humanitarian Crises was hosted by the governments of Norway, Iraq, Somalia and the United Arab Emirates (UAE), and the United Nations Population Fund (UNFPA), the United Nations Office for the Coordination of Humanitarian Affairs (OCHA) and the International Committee of the Red Cross (ICRC).The objectives of the conference were to mobilise strong political commitment to prevent incidents of, and protect people at risk of, sexual and gender-based violence (SGBV) and conflict-related sexual violence, and promote the needs, rights and dignity of survivors and those at risk; mobilise additional financial resources, especially for SGBV response through UN coordinated response plans and for the ICRC’s 2019 Special Appeal: the ICRC’s Response to Sexual Violence; and highlight best practices and lessons learned from efforts to prevent and respond to SGBV in humanitarian situations and help improve the evidence base in this field.The conference brought together SGBV survivors and specialists, and representatives from 100 countries, global leaders and regional and international organisations. Participants included 167 members of national civil society organisations and 76 members of international civil society organisations and the International Red Cross and Red Crescent Movement.At the event, governments and organisations were invited to make financial pledges and political, policy and good practice commitments to support efforts to end sexual and gender-based violence in humanitarian crises.As a follow-up to the conference, the co-hosts commissioned Humanitarian Outcomes to design and implement a project to track the delivery of the Oslo SGBV commitments8 over three years from 2019 to 2022.The project aims to:This report provides a summary of the self-reported progress by commitment-makers against commitments made, which the researchers triangulated with the perceived changes experienced by implementing actors working on SGBV at field level. The report includes recommendations on priority areas for future delivery of the SGBV agenda, as well as how to improve the financial tracking of SGBV funding and opportunities for integration of Oslo SGBV commitment reporting within existing reporting mechanisms.",,report,,2021-03-01,,,https://humanitarianoutcomes.org/Oslo_SGBV_Commitments_2020_Report,,,,,,,,,,,,,,,,,,,Adelicia Fairbanks,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/oslo_sgbv_commitments_2020_collective_progress_report.pdf,en,,,,,,,,
Formative Evaluation of UNICEF Work to Link Humanitarian and Development Programming,,"This formative evaluation is a forward-looking exercise, designed to provide insights and recommendations for practical improvements in UNICEF’s approach to the humanitarian, development, peace nexus (until now labelled by UNICEF as ‘linking humanitarian and development (LHD) programming). In addition to this primary purpose, it aims to document the progress of UNICEF’s work in this area to serve as a baseline to inform a global evaluation of UNICEF’s work on LHD programming that will take place during the period of the next Strategic Plan and contribute to UNICEF’s learning under the new and unprecedented circumstances presented by the COVID-19 pandemic. The intended users are UNICEF management and staff, across the organization as well as the UNICEF Executive Board and other key partners.",,report,,2021-05-01,,,https://humanitarianoutcomes.org/UNICEF_Eval_HumDevLinking,,,,,,,,,,,,,,,,,,,Glyn Taylor|Abby Stoddard|Paul Harvey| Karimou Adjibade|Meriah-Jo Breckenridge|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/formative_evaluation_of_unicef_work_to_link_humanitarian_and_development_programming.pdf,en,,,,,,,,
World Humanitarian Day: Indus News Special on Aid Worker Security,,"Paul Harvey, a partner with Humanitarian Outcomes, speaks with Meshal Malik of Indus News on World Humanitarian Day about aid worker security.  to view the video on YouTube.",,report,,2019-08-01,,,https://humanitarianoutcomes.org/publications/world-humanitarian-day-indus-news-special-aid-worker-security,,,,,,,,,,,,,,,,,,,Paul Harvey,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://www.youtube.com/watch?v=WgdgIxc24MQ&feature=youtu.be,en,,,,,,,,
Subscribe to our mailing list,,"To receive the latest reports and news from Humanitarian Outcomes, please  and join our mailing list. You can always change your preferences later by clicking back to the link.",,report,,2019-07-01,,,https://humanitarianoutcomes.org/subscribe2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://eepurl.com/dEG3VD,en,,,,,,,,
Necessary Risks Professional Humanitarianism and Violence against Aid Workers,,"Attacks on humanitarian aid operations are both a symptom and a weapon of modern warfare, and as armed groups increasingly target aid workers for violence, relief operations are curtailed in places where civilians are most in need. This book provides an in-depth analysis of the challenges to humanitarian action in warzones, the risk management and negotiation strategies that hold the most promise for aid organizations, and an ethical framework from which to tackle the problem.For more information about the book, please visit the  page. Available for  and .",,report,,2020-01-01,,,https://humanitarianoutcomes.org/publications/necessary-risks,,,,,,,,,,,,,,,,,,,Abby Stoddard,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/necessary_risks_book_flyer.pdf,en,,,,,,,,
Humanitarian Access SCORE Report: Northeast Nigeria,,"Under the , supported by the United States Agency for International Development/Office of US Foreign Disaster Assistance (USAID/OFDA), Humanitarian Outcomes is conducting remote surveys of crisis-affected populations in hard-to-reach areas to gain their perspectives on access to aid and the effectiveness of the humanitarian response. The results of the surveys on coverage, operational reach, and effectiveness (SCORE), together with key informant interviews and other contextual data, help identify the humanitarian actors that have achieved the greatest presence and coverage. This first report of the series focuses on northeast Nigeria.",,report,,2020-01-01,,,https://humanitarianoutcomes.org/SCORE_report_NE_Nigeria_2020,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/score_ne_nigeria_01_2020.pdf,en,,,,,,,,
Aid Worker Security Report 2019 - Speakable: Addressing sexual violence and gender-based risk in humanitarian aid,,"This year’s Aid Worker Security Report examines the issue of sexual violence and the differing risks for female and male aid workers in violent operational settings. The Aid Worker Security Database (AWSD) has always tracked incidents of rape and violent sexual assault as a distinct category of attack but we have not studied the issue in any depth until now. The principal reason for this is the dearth of reliable data to measure the problem and provide an empirical foundation for analysis. While today we see the beginning of better reporting and gender-specific staffing numbers, sexual violence continues to be underreported by an indeterminate but significant degree.",,report,,2019-06-01,,,https://humanitarianoutcomes.org/AWSDR2019,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsr_2019_0.pdf,en,,,,,,,,
CORE Programme Summary,,"In late 2018, with funding from the U.S. Office of Foreign Disaster Assistance (USAID/OFDA), Humanitarian Outcomes launched a new data-driven research programme addressing the challenge of humanitarian access and coverage in conflicts.  The research takes forward and builds upon the Secure Access in Volatile Environments (SAVE) study supported by UK DFID—a multiyear, field-based empirical analysis that revealed weak and imbalanced humanitarian coverage in insecure contexts (www.saveresearch.net). Under this new programme on Coverage, Operational Resources, and Effectiveness (CORE), Humanitarian Outcomes will follow up the SAVE findings with actionable research that will identify and bolster the humanitarian actors best placed to make significant access gains in difficult environments. The goal is to provide measurable data on the operational reach of humanitarian actors, and to contribute to the knowledge base on good practice for expanding secure humanitarian access and better coverage of needs. The CORE programme will produce two new open-access data streams to feed empirical analysis on the state humanitarian access and coverage in challenging security environments.  First,  the Global Database of Humanitarian Organisations (GDHO) will be an online, open-source database of essential humanitarian operational and resource data worldwide, along with context-specific data on presence and coverage in selected hard-to-access areas. The other new data initiative will contain the results of an ongoing, rotating survey of affected populations in under-covered areas. These results will triangulate the operational data and capture people’s perceptions of the performance of the humanitarian organizations operating in their area. This ‘Survey of Coverage Operational Reach and Effectiveness (SCORE)’ will focus on a different set of conflict settings each year, and using mobile telecoms surveys, identify which humanitarian actors are most effective in gaining and maintaining access while providing quality assistance. Agencies with high ‘Scores’ will be queried for potentially transferable lessons, access innovations, and examples of good practice.",,report,,2019-06-01,,,https://humanitarianoutcomes.org/publications/core-programme-summary,,,,,,,,,,,,,,,,,,,Abby Stoddard,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/core_programme_summary.pdf,en,,,,,,,,
Figures at a Glance 2019,,This report presents the latest verified statistics on aid worker violence from Humanitarian Outcomes' Aid Worker Security Database. This preview gives updated numbers and trends through 2018.This report is available in a printable version (click on the download button) and in an electronic media-friendly format .,,report,,2019-08-01,,,https://humanitarianoutcomes.org/AWSDFigures2019,,,,,,,,,,,,,,,,,,,Abby Stoddard|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsr_figures2019.pdf,en,,,,,,,,
Linking Social Protection and Humanitarian Cash and Voucher Assistance,,"There is a growing momentum and body of work around the idea of developing stronger links between humanitarian cash and voucher assistance (CVA) and social protection (SP). This Briefing Paper for CaLP, based on a literature review, a survey, and interviews, is intended to inform CaLP’s overall approach in this area, and subsequently its capacity building and technical assistance work. We examine the different contexts in which efforts are being made to link CVA and SP, the good practices evolving out of these contexts, and the complexity of operating in crisis contexts. A second part of the work, internal to CaLP, provides capacity-building recommendations in this area.",,report,,2020-04-01,,,https://humanitarianoutcomes.org/publications/linking-social-protection-and-humanitarian-cash-and-voucher-assistance,,,,,,,,,,,,,,,,,,,Daniel Longhurst|Paul Harvey|Rachel Sabates-Wheeler|Rachel Slater,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/high-level-briefing-paper-cva-en.pdf,en,,,,,,,,
Humanitarian Access SCORE Report: Afghanistan,,"Under the , supported by the Office of US Foreign Disaster Assistance of the United States Agency for International Development (USAID/OFDA), Humanitarian Outcomes is studying how aid is delivered in hard-to-access conflict areas. In partnership with GeoPoll, the project conducts remote telephone surveys of crisis-affected people on their perceptions of the effectiveness of the aid response and the access challenges in their areas. Combined with key informant interviews of humanitarian responders and other contextual research, the survey results help identify the humanitarian providers and practices that have achieved the greatest presence and coverage in difficult environments. The Afghanistan SCORE report surveyed 450 people (51% male, 49% female) in the provinces of Baghlan, Helmand, Herat, Kandahar, and Nangahar (selected for relatively high need and access challenges) in September 2019. Surveys were conducted by live operators in the relevant languages (Dari or Pashto). A follow-up survey was conducted in January 2020 with 100 of the original respondents who had agreed to be surveyed a second time to provide more in-depth information. The research team also conducted anonymous interviews with 10 humanitarian actors in Afghanistan, including NGOs, UN agencies and the International Red Cross and Red Crescent Movement.",,report,,2020-04-01,,,https://humanitarianoutcomes.org/SCORE_Afghanistan,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/score_afghanistan.pdf,en,,,,,,,,
Aid Worker Security Database (AWSD) Codebook,,This guide explains the methodology of the AWSD and the data verification process.,,report,,2020-01-01,,,https://humanitarianoutcomes.org/AWSD-codebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/aid_worker_security_database_coding_guide_nov_2021.pdf,en,,,,,,,,
The Added Value of Flexible Funding to the ICRC,,"This report is based on 36 interviews with ICRC staff (33% female, 66% male) at headquarters and in the field (from eight different ICRC delegations) and representatives from five donor countries. In addition, it includes an analysis of secondary data and documentation provided by the ICRC and of documentation developed as part of the Grand Bargain work on Enhanced Quality Funding. The interviews, review of secondary data and documents, and analysis were carried out by an independent consultant.The two objectives of the study are to:",,report,,2020-06-01,,,https://humanitarianoutcomes.org/publications/added-value-flexible-funding-icrc,,,,,,,,,,,,,,,,,,,Corinna Kreidler,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/the_added_value_of_flexible_funding_to_the_icrc_-_june_2020.pdf,en,,,,,,,,
Accessing Assistance Maiduguri Workshop Report,,"Humanitarian Outcomes facilitated a workshop in Maiduguri on February 12th, 2020 drawing on work over the last 5 years exploring access issues in highly insecure places. The workshop explored what is known about this issue in North-east Nigeria, whether there are key gaps in knowledge and what a shift in focus could mean for how agencies approach programming, advocacy and protection strategies. It was attended by 45 staff from international and national aid agencies. What follows is a note offering personal reflections on the discussion and the key issues rather than a conventional report of what was said.",,report,,2020-06-01,,,https://humanitarianoutcomes.org/publications/accessing-assistance-maiduguri-workshop-report,,,,,,,,,,,,,,,,,,,Paul Harvey,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/accessing_assistance_maiduguri_workshop_report.pdf,en,,,,,,,,
Multi-Purpose Cash and Sectoral Outcomes,,"Growing attention to multi-purpose cash offers an exciting opportunity to redress a long-standing shortcoming of humanitarian response. There is a need to better understand and respond to crisis-affected people in a more holistic and coherent way, going beyond sectors to bring the emphasis back to how people live and perceive and prioritize their needs. Multi-purpose cash opens up possibilities for enhanced collaboration among technical sectors and between cash and sector experts. Sectoral expertise should be more adequately represented in multi-sectoral assessments, design, implementation and monitoring of multi-purpose cash.",,report,,2018-05-01,,,https://humanitarianoutcomes.org/publications/multi-purpose-cash-and-sectoral-outcomes,,,,,,,,,,,,,,,,,,,Paul Harvey|Sara Pavanello,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/mulitpurposecash.pdf,en,,,,,,,,
Start Fund Involvement in 'Under the Radar' Crises: An External Analysis,,"This report, one of a series of externally commissioned ‘learning reviews’, aims to support the Start Fund’s definition of ‘under the radar’ crises and the application of the term in Start Fund processes. Following an analysis of a range of relevant tools designed to rank or simply catalogue emergencies, it was revealed that the term, ‘under the radar’ is not an industry standard, nor does it have a standard definition or application. In and of itself, therefore, it is insufficiently precise to add any real value in technical discussions. Each tool or index which defines a variant of ‘under the radar’ emergencies uses a definition or methodology which is fit for its respective purpose. For the Start Fund, specifying the explicit purpose for which the term is going to be applied is a critical consideration.",,report,,2018-06-01,,,https://humanitarianoutcomes.org/publications/start-fund-involvement-under-radar-crises-external-analysis,,,,,,,,,,,,,,,,,,,Glyn Taylor|Elizabeth Assefa,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/start_fund_involvement_in_under_the_radar_crises-_an_external_analysis-_digital_version-_final.pdf,en,,,,,,,,
Turning Rhetoric into Resources: Transforming the Financing of Civil Society in the Global South,,"The ‘localisation agenda’ is being driven by international actors, sometimes well-meaning, but often keen to preserve the status quo. What is missing is a vision and agenda for change from local and national actors themselves, the confidence and tools to assert themselves and to demand something different. Financing solutions can be designed to inspire and incentivise change models and alliances, which in turn may be catalytic in changing global financing practices, yet there is a dearth of ideas and proposals for practical alternatives to the current financing model.",,report,,2018-06-01,,,https://humanitarianoutcomes.org/publications/turning-rhetoric-resources-transforming-financing-civil-society-global-south,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/near_network_financial_strategy.pdf,en,,,,,,,,
Evaluation of WFP Polices on Humanitarian Principles and Access in Humanitarian Contexts,,"Adherence to the core humanitarian principles of humanity, impartiality, neutrality and operational independence and the ability to gain access to those in need of assistance are central to WFP’s operations. In accordance with the WFP requirement that policies be evaluated within four to six years of the start of their implementation, this evaluation provides an evidence-based assessment of the policies’ quality, WFP’s performance on humanitarian principles and access and factors affecting results.",,report,,2018-05-01,,,https://humanitarianoutcomes.org/publications/evaluation-wfp-polices-humanitarian-principles-and-access-humanitarian-contexts,,,,,,,,,,,,,,,,,,,Julia Steets|Claudia Meier|Adele Harmer|Abby Stoddard|Janika Spannagel,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/evuationofwfpolicies.pdf,en,,,,,,,,
Measuring the Iceberg: The opportunities and limits of better tracking of resources beyond international humanitarian assistance,,"This paper explores the hypothesis that the resources for crisis response that the humanitarian system knows about and tracks constitute the ‘tip of the iceberg’: in other words, only a sliver of a much larger and potentially more significant mass of resources that it does not see, know about or ‘count’. The purpose of exploring this question is to understand the scale, nature and use of these other resources, as a way of improving the prioritisation of resources and the allocation of international funds.Download .",,report,,2018-11-01,,,https://humanitarianoutcomes.org/publications/measuring-iceberg-opportunities-and-limits-better-tracking-resources-beyond,,,,,,,,,,,,,,,,,,,Barnaby Willitts-King|Lydia Poole|John Bryant,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://www.odi.org/sites/odi.org.uk/files/resource-documents/12540.pdf,en,,,,,,,,
Aid Worker Security: Figures at a glance 2018,,A one-page consolidated fact sheet highlighting the annual quantitative statistics that show the trends of violence against aid workers in 2017.,,report,,2018-08-01,,,https://humanitarianoutcomes.org/publications/aid-worker-security-figures-glance-2018,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsr_figures_2018_1_0.pdf,en,,,,,,,,
Funding to local actors,,"The localisation commitments within the 2016 Grand Bargain are one of the major achievements of the World Humanitarian Summit, with the potential to drive truly transformative change across the humanitarian system. Workstream two of the Grand Bargain – commonly known as ‘localisation’ – commits donors and aid organisations to provide 25% of global humanitarian funding to local and national responders ‘as directly as possible’ by 2020, along with more unrestricted money and increased multi-year funding.Overall progress towards the Grand Bargain commitments is uneven and difficult to assess and better monitoring and analysis of progress and challenges is needed. Despite making an explicit commitment to measure progress in meeting the 25% commitment, and clear recommendations on how to monitor progress, no measurement of the baseline or progress against it has taken place.This study, commissioned by , is an attempt to build the evidence base from a crisis perspective. It aims to explore alternative approaches to tracking funding dimensions of localisation, in order to complement global estimates of how much funding is provided to local and national responders directly and through one intermediary.The main activity of the research was country case study fieldwork undertaken in Somalia and South Sudan. This briefing highlights findings from the two country studies.There are three outputs from this study. Please download the reports from ODI by .",,report,,2018-10-01,,,https://humanitarianoutcomes.org/publications/funding-local-actors,,,,,,,,,,,,,,,,,,,Nisar Majid|Khalif Abdirahman|Lydia Poole|Barnaby Willitts-King,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.near.ngo/,en,,,,,,,,
NGOs & Risk: Managing Uncertainty In Local-International Partnerships (Global Report),,"This report examines how risk is perceived and managed in partnerships between international and national NGOs working in humanitarian response. It follows from the 2016 report , which was also produced by Humanitarian Outcomes under the leadership of InterAction. The study was funded by the US Agency for International Development’s Office of Foreign Disaster Assistance (USAID/OFDA) and benefited from the direct engagement of international humanitarian NGOs.The research encompassed interviews with humanitarian practitioners undertaken remotely and in field visits to South Sudan and Nigeria survey responses from (mostly national) NGO field staff and a systematic review of relevant policies from the participating organizations analyzing this evidence, the report identifies the trends, challenges and promising practices in this area with the aim of strengthening partnerships for improved humanitarian action.",,report,,2019-03-01,,,https://humanitarianoutcomes.org/publications/ngos-risk2-partnerships,,,,,,,,,,,,,,,,,,,Abby Stoddard|Monica Czwarno|Lindsay Hamsik,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/riskii_partnerships_global_study.pdf,en,,,,,,,,
Humanitarian Access in Armed Conflict: A need for new principles?,,Constraints on humanitarian access continue to inhibit the ability of affected populations to receive adequate assistance in numerous conflict situations. This scoping study was commissioned to determine the feasibility and potential impact of developing new ‘principles’ of access. It was undertaken between September and December 2018 and involved a literature review and interviews with 22 experts from humanitarian and donor agencies as well as academic and advocacy entities engaged in this issue area.,,report,,2018-12-01,,,https://humanitarianoutcomes.org/publications/humanitarian-access-armed-conflict-need-new-principles,,,,,,,,,,,,,,,,,,,Adele Harmer|Abby Stoddard|Alexandra Sarazen,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/scoping_study-humanitarian_access_and_new_principles.pdf,en,,,,,,,,
NGOs and Risk: Managing Uncertainty in Local-International Partnerships: Good Practice & Recommendations for Humanitarian Actors,,"This briefing paper compiles the recommendations from the 2019 reports of the research program NGOs and Risk – Managing Uncertainty in Local-International Partnerships, undertaken by InterAction with Humanitarian Outcomes. The recommendations derive from research at the global level and field case studies in South Sudan and northeast Nigeria.",,report,,2019-03-01,,,https://humanitarianoutcomes.org/publications/ngos-and-risk-managing-uncertainty-local-international-partnerships-good-practice,,,,,,,,,,,,,,,,,,,Abby Stoddard|Lindsay Hamsik|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/riskii_partnerships_recommendations.pdf,en,,,,,,,,
